Date,Open,High,Low,Close,Adj Close,Volume
2007-02-01,82.489998,85.040001,82.110001,84.620003,84.620003,3337900
2007-03-01,85.300003,86.669998,84.449997,84.919998,84.919998,6716600
2007-04-01,84.940002,85.099998,81.849998,83.720001,83.720001,2266100
2007-05-01,83.870003,83.930000,82.029999,82.169998,82.169998,2452200
2007-06-01,81.989998,82.790001,80.610001,81.239998,81.239998,2655300
2007-07-01,81.690002,84.440002,81.029999,84.339996,84.339996,7195000
2007-08-01,84.180000,89.220001,83.400002,86.320000,86.320000,10502500
2007-09-01,86.379997,88.290001,85.800003,87.000000,87.000000,6690400
2007-10-01,86.320000,87.809998,84.400002,86.610001,86.610001,6680200
2007-11-01,86.580002,93.180000,86.580002,89.849998,89.849998,9555500
2007-12-01,90.540001,91.199997,87.160004,89.599998,89.599998,4651900
2008-01-01,89.930000,95.029999,89.809998,93.910004,93.910004,6834100
2008-02-01,93.940002,96.250000,91.980003,96.129997,96.129997,5289000
2008-03-01,97.050003,103.459999,95.730003,100.239998,100.239998,14645700
2008-04-01,99.050003,99.510002,95.169998,95.949997,95.949997,10406500
2008-05-01,96.070000,96.959999,94.239998,94.650002,94.650002,4140300
2008-06-01,95.339996,95.889999,91.870003,93.900002,93.900002,4280500
2008-07-01,94.709999,95.800003,92.040001,92.419998,92.419998,4617500
2008-08-01,92.620003,92.940002,90.150002,91.650002,91.650002,5557300
2008-09-01,91.400002,96.220001,91.349998,93.879997,93.879997,11219100
2008-10-01,93.839996,108.790001,93.839996,100.970001,100.970001,10344200
2008-11-01,101.010002,106.559998,98.980003,104.320000,104.320000,4514300
2008-12-01,106.099998,114.610001,105.949997,110.089996,110.089996,4901300
2009-01-01,109.230003,114.419998,105.150002,110.900002,110.900002,4415800
2009-02-01,111.419998,112.449997,100.849998,102.019997,102.019997,6000500
2009-03-01,102.120003,106.400002,100.150002,100.519997,100.519997,6252000
2009-04-01,101.019997,103.510002,98.480003,100.889999,100.889999,3901900
2009-05-01,100.070000,105.820000,99.949997,104.389999,104.389999,2868900
2009-06-01,104.050003,104.839996,100.570000,103.269997,103.269997,2767400
2009-07-01,103.089996,108.360001,102.839996,105.059998,105.059998,4524800
2009-08-01,104.629997,107.220001,101.639999,106.800003,106.800003,3103000
2009-09-01,106.839996,111.449997,106.389999,110.680000,110.680000,3189700
2009-10-01,110.879997,112.660004,107.629997,110.320000,110.320000,3435300
2009-11-01,110.309998,115.400002,108.760002,114.849998,114.849998,1701800
2009-12-01,114.339996,114.779999,106.559998,106.610001,106.610001,5028600
2010-01-01,107.230003,111.209999,106.320000,109.959999,109.959999,3710700
2010-02-01,109.959999,112.040001,107.690002,111.650002,111.650002,2783400
2010-03-01,111.209999,112.260002,105.910004,106.050003,106.050003,2692400
2010-04-01,105.720001,107.870003,104.910004,105.550003,105.550003,4148600
2010-05-01,104.889999,112.620003,104.559998,108.980003,108.980003,10179800
2010-06-01,108.650002,112.209999,106.900002,112.089996,112.089996,6895100
2010-07-01,113.010002,114.879997,111.660004,114.599998,114.599998,7987500
2010-08-01,114.330002,118.449997,114.110001,117.830002,117.830002,9716300
2010-09-01,117.690002,119.349998,115.230003,118.570000,118.570000,8130500
2010-10-01,118.750000,122.980003,118.610001,122.930000,122.930000,7020200
2010-11-01,123.080002,123.099998,117.160004,118.160004,118.160004,3991100
2010-12-01,117.239998,122.129997,116.989998,121.750000,121.750000,4332500
2011-01-01,121.160004,121.279999,118.410004,120.419998,120.419998,3873000
2011-02-01,121.050003,121.510002,117.680000,120.739998,120.739998,2307300
2011-03-01,120.260002,125.730003,118.739998,118.760002,118.760002,10238700
2011-04-01,117.190002,121.809998,115.540001,121.699997,121.699997,3926900
2011-05-01,121.360001,123.660004,120.050003,121.059998,121.059998,3086800
2011-06-01,121.989998,123.720001,121.389999,122.529999,122.529999,3205300
2011-07-01,122.099998,128.250000,121.320000,128.149994,128.149994,3481700
2011-08-01,128.559998,129.750000,124.309998,128.770004,128.770004,6752800
2011-09-01,128.020004,129.520004,126.650002,127.800003,127.800003,6423700
2011-10-01,128.360001,130.220001,126.010002,126.019997,126.019997,13537400
2011-11-01,125.849998,128.410004,125.620003,126.980003,126.980003,5530100
2011-12-01,126.650002,128.039993,125.919998,127.930000,127.930000,4025500
2012-01-01,128.300003,129.240005,125.730003,129.130005,129.130005,5061900
2012-02-01,129.250000,129.360001,121.019997,121.029999,121.029999,10017400
2012-03-01,121.220001,122.529999,117.129997,118.779999,118.779999,9790900
2012-04-01,119.589996,123.309998,118.529999,123.160004,123.160004,5536500
2012-05-01,123.209999,125.669998,122.150002,125.430000,125.430000,3096800
2012-06-01,125.790001,125.919998,121.980003,122.940002,122.940002,4659700
2012-07-01,123.220001,125.839996,122.680000,125.739998,125.739998,2239400
2012-08-01,125.580002,125.820000,123.430000,125.410004,125.410004,4305000
2012-09-01,125.279999,127.360001,124.230003,125.800003,125.800003,5614300
2012-10-01,125.919998,125.970001,122.169998,122.940002,122.940002,3414700
2012-11-01,122.669998,123.760002,118.680000,119.010002,119.010002,8885200
2012-12-01,119.129997,120.029999,112.980003,113.029999,113.029999,5250300
2013-01-01,112.480003,112.930000,107.129997,107.180000,107.180000,11345200
2013-02-01,106.690002,107.879997,104.139999,105.760002,105.760002,13652400
2013-03-01,105.580002,105.720001,101.570000,104.050003,104.050003,10664900
2013-04-01,104.760002,105.690002,97.980003,100.459999,100.459999,12462000
2013-05-01,100.730003,100.940002,94.379997,97.459999,97.459999,14891600
2013-06-01,97.739998,104.199997,97.540001,98.629997,98.629997,23339800
2013-07-01,98.139999,100.129997,96.690002,99.930000,99.930000,6762000
2013-08-01,98.980003,102.080002,98.230003,99.629997,99.629997,5085100
2013-09-01,99.059998,100.849998,97.379997,99.470001,99.470001,5137800
2013-10-01,99.870003,100.980003,98.760002,99.379997,99.379997,5586900
2013-11-01,99.260002,100.120003,95.309998,95.339996,95.339996,7050600
2013-12-01,94.849998,96.139999,92.750000,92.760002,92.760002,5958600
2014-01-01,93.099998,95.889999,93.000000,95.580002,95.580002,6456800
2014-02-01,95.930000,96.870003,94.970001,95.919998,95.919998,2546400
2014-03-01,96.230003,96.449997,94.180000,94.529999,94.529999,4837000
2014-04-01,94.379997,96.279999,93.709999,95.440002,95.440002,2183900
2014-05-01,95.379997,96.470001,94.830002,95.790001,95.790001,2016200
2014-06-01,95.330002,96.279999,94.910004,96.250000,96.250000,1614900
2014-07-01,96.059998,96.370003,94.589996,94.709999,94.709999,986600
2014-08-01,94.889999,95.779999,93.519997,93.610001,93.610001,1132000
2014-09-01,92.790001,93.040001,88.720001,88.800003,88.800003,2552100
2014-10-01,88.830002,92.570000,86.550003,86.650002,86.650002,3978900
2014-11-01,85.500000,85.970001,81.970001,82.010002,82.010002,3959100
2014-12-01,82.400002,83.870003,79.980003,81.209999,81.209999,4729600
2015-01-01,80.580002,83.660004,80.559998,82.809998,82.809998,4754300
2015-02-01,82.730003,83.010002,80.739998,81.279999,81.279999,1664300
2015-03-01,81.160004,81.720001,79.959999,81.019997,81.019997,2843600
2015-04-01,81.089996,81.930000,80.500000,81.379997,81.379997,2558300
2015-05-01,81.029999,81.669998,78.070000,78.250000,78.250000,2397200
2015-06-01,78.360001,79.610001,77.190002,79.349998,79.349998,3811300
2015-07-01,78.940002,80.629997,77.970001,78.320000,78.320000,1676100
2015-08-01,78.220001,82.790001,77.540001,80.040001,80.040001,2730200
2015-09-01,80.910004,81.650002,80.050003,80.830002,80.830002,2947300
2015-10-01,80.980003,82.019997,79.809998,80.349998,80.349998,3625700
2015-11-01,80.410004,80.440002,78.349998,78.739998,78.739998,3697300
2015-12-01,78.730003,80.690002,78.419998,80.629997,80.629997,4648900
2016-01-01,81.300003,83.349998,79.589996,80.010002,80.010002,5917100
2016-02-01,79.940002,87.180000,79.919998,85.879997,85.879997,5616900
2016-03-01,85.610001,87.220001,84.760002,86.019997,86.019997,3582200
2016-04-01,86.330002,91.050003,86.110001,90.930000,90.930000,7033300
2016-05-01,90.739998,91.349998,86.940002,87.360001,87.360001,3930200
2016-06-01,88.620003,95.230003,88.209999,93.580002,93.580002,4794200
2016-07-01,94.199997,96.290001,90.309998,94.709999,94.709999,5734100
2016-08-01,94.330002,96.750000,93.349998,93.349998,93.349998,3999400
2016-09-01,92.919998,96.360001,92.629997,95.209999,95.209999,4599500
2016-10-01,95.269997,95.279999,91.480003,92.029999,92.029999,3355800
2016-11-01,92.070000,93.830002,84.260002,84.260002,84.260002,4684700
2016-12-01,84.190002,85.250000,81.339996,82.519997,82.519997,3831500
2017-01-01,81.699997,86.000000,81.330002,85.410004,85.410004,4314700
2017-02-01,84.760002,86.320000,83.930000,85.809998,85.809998,4309100
2017-03-01,84.610001,87.529999,83.540001,86.519997,86.519997,4001100
2017-04-01,86.459999,88.900002,86.180000,86.389999,86.389999,2640800
2017-05-01,86.190002,87.110001,84.209999,86.900002,86.900002,3810100
2017-06-01,86.410004,88.349998,85.199997,85.529999,85.529999,4463300
2017-07-01,85.089996,87.239998,84.040001,87.239998,87.239998,1775400
2017-08-01,87.150002,88.669998,86.610001,87.430000,87.430000,2219100
2017-09-01,87.459999,89.290001,86.500000,86.690002,86.690002,1288000
2017-09-15,86.709999,86.789001,86.500000,86.690002,86.690002,88517
