Date,Open,High,Low,Close,Adj Close,Volume
2011-10-01,4.936250,7.347500,4.912500,6.555000,6.555000,2707200
2011-11-01,5.550000,6.251250,4.875000,5.702500,5.702500,14528000
2011-12-01,5.692500,7.187500,5.381250,6.535000,6.535000,14096800
2012-01-01,6.827500,8.791250,6.702500,8.515000,8.515000,5644800
2012-02-01,8.681250,9.581250,7.590000,8.932500,8.932500,11367200
2012-03-01,9.012500,13.438750,8.276250,12.266250,12.266250,43317600
2012-04-01,12.163750,12.715000,9.921250,11.921250,11.921250,35713600
2012-05-01,11.953750,12.421250,8.405000,8.900000,8.900000,48964000
2012-06-01,8.247500,11.287500,8.058750,11.228750,11.228750,74734400
2012-07-01,11.455000,13.315000,10.887500,11.907500,11.907500,46952800
2012-08-01,12.131250,14.573750,11.763750,13.816250,13.816250,39363200
2012-09-01,13.773750,18.132500,13.540000,16.842501,16.842501,47853600
2012-10-01,17.254999,18.469999,15.672500,15.887500,15.887500,42508400
2012-11-01,16.080000,19.502501,15.242500,18.942499,18.942499,42739600
2012-12-01,19.472500,19.847500,14.567500,16.362499,16.362499,42927200
2013-01-01,17.937500,22.582500,17.482500,20.639999,20.639999,49259600
2013-02-01,21.450001,23.760000,17.867500,19.780001,19.780001,59467600
2013-03-01,18.902500,23.147499,18.430000,22.770000,22.770000,70256400
2013-04-01,22.982500,25.212500,19.097500,22.495001,22.495001,73374400
2013-05-01,22.250000,23.582500,21.507500,22.025000,22.025000,56986400
2013-06-01,22.097500,22.457500,17.575001,19.612499,19.612499,132725600
2013-07-01,19.867500,27.127501,19.667500,26.549999,26.549999,59120800
2013-08-01,27.264999,28.507500,22.597500,23.037500,23.037500,53144400
2013-09-01,24.052500,28.907499,23.424999,26.285000,26.285000,39201600
2013-10-01,26.242500,29.277500,21.815001,28.497499,28.497499,73430400
2013-11-01,28.730000,33.189999,28.312500,32.122501,32.122501,36843600
2013-12-01,32.250000,34.974998,29.795000,33.735001,33.735001,52492400
2014-01-01,33.224998,35.900002,27.639999,28.129999,28.129999,70968600
2014-02-01,27.750000,32.674999,24.900000,30.600000,30.600000,70815400
2014-03-01,28.745001,31.080000,27.365000,30.985001,30.985001,46581000
2014-04-01,31.100000,32.419998,27.930000,32.110001,32.110001,38934800
2014-05-01,32.040001,38.380001,31.625000,38.195000,38.195000,19224000
2014-06-01,38.195000,44.599998,37.820000,44.134998,44.134998,18517800
2014-07-01,44.525002,46.665001,38.410000,38.910000,38.910000,33700000
2014-08-01,38.520000,43.880001,34.325001,42.514999,42.514999,55051800
2014-09-01,42.514999,44.264999,37.209999,37.470001,37.470001,39316400
2014-10-01,37.490002,40.470001,24.145000,34.410000,34.410000,164030600
2014-11-01,34.419998,75.230003,32.665001,73.959999,73.959999,40537700
2014-12-01,37.000000,79.320000,28.290001,61.160000,61.160000,113183000
2015-01-01,31.690001,32.020000,24.315001,24.424999,24.424999,70429800
2015-02-01,25.389999,65.300003,24.254999,64.330002,64.330002,40289500
2015-03-01,32.310001,67.949997,29.900000,67.730003,67.730003,34908900
2015-04-01,33.910000,41.625000,32.919998,39.090000,39.090000,24358600
2015-05-01,39.700001,89.839996,37.555000,88.500000,88.500000,24536500
2015-06-01,44.759998,93.250000,37.904999,90.889999,90.889999,33419800
2015-07-01,41.759998,94.349998,36.130001,90.220001,90.220001,51139900
2015-08-01,47.160000,94.980003,22.850000,57.139999,57.139999,104429400
2015-09-01,22.750000,54.020000,20.815001,50.650002,50.650002,223622200
2015-10-01,23.820000,64.739998,22.924999,60.849998,60.849998,239440700
2015-11-01,30.480000,32.224998,25.360001,29.209999,29.209999,144326400
2015-12-01,29.570000,30.895000,21.540001,25.225000,25.225000,179448400
2016-01-01,23.240000,24.639999,15.950000,19.559999,19.559999,271594100
2016-02-01,19.440001,20.010000,14.990000,18.440001,18.440001,188655900
2016-03-01,18.879999,25.840000,18.690001,25.264999,25.264999,141835300
2016-04-01,24.440001,28.625000,22.469999,25.565001,25.565001,128619300
2016-05-01,26.105000,31.495001,24.990000,30.959999,30.959999,156165400
2016-06-01,30.410000,33.250000,19.715000,24.530001,24.530001,247521500
2016-07-01,24.709999,33.130001,23.905001,32.860001,32.860001,147507000
2016-08-01,33.150002,37.119999,31.100000,36.505001,36.505001,97715100
2016-09-01,36.669998,39.634998,29.500000,36.605000,36.605000,130968500
2016-10-01,36.205002,40.619999,33.724998,35.910000,35.910000,97416900
2016-11-01,35.884998,43.145000,31.809999,42.334999,42.334999,106745100
2016-12-01,42.450001,49.250000,39.994999,45.490002,45.490002,67419300
2017-01-01,47.355000,60.580002,47.049999,58.924999,58.924999,66691500
2017-02-01,60.044998,67.769997,58.855000,61.250000,61.250000,57035200
2017-03-01,63.959999,73.000000,61.849998,70.574997,70.574997,126153900
2017-04-01,70.635002,72.750000,60.165001,72.525002,72.525002,133951400
2017-05-01,73.214996,80.025002,65.025002,76.675003,76.675003,130066800
2017-06-01,77.660004,84.500000,71.004997,80.635002,80.635002,148586800
2017-07-01,81.849998,93.430000,74.834999,90.949997,90.949997,87967900
2017-08-01,92.029999,93.209999,68.000000,80.199997,80.199997,196946300
2017-09-01,80.889999,85.750000,72.360001,84.459999,84.459999,64690800
