Date,Open,High,Low,Close,Adj Close,Volume
2006-06-01,182.259995,185.009995,181.169998,184.929993,165.929230,252700
2006-07-01,184.520004,187.479996,182.179993,187.419998,168.163376,217300
2006-08-01,186.809998,191.990005,186.710007,190.880005,171.457031,186300
2006-09-01,189.880005,190.750000,186.320007,187.880005,169.304321,183200
2006-10-01,187.399994,191.610001,185.509995,191.389999,173.059280,68600
2006-11-01,190.850006,197.619995,188.759995,197.250000,178.947662,169400
2006-12-01,197.270004,198.490005,194.770004,196.500000,178.881287,195300
2007-01-01,195.899994,199.479996,192.770004,197.190002,180.133133,175900
2007-02-01,196.889999,197.330002,192.179993,197.050003,180.666336,156100
2007-03-01,196.199997,197.919998,190.559998,197.490005,181.755524,141800
2007-04-01,198.100006,201.279999,196.199997,200.830002,185.474167,129400
2007-05-01,200.800003,200.800003,197.369995,198.740005,184.251160,170300
2007-06-01,198.000000,201.630005,196.240005,201.630005,187.625504,322700
2007-07-01,201.000000,207.110001,201.000000,204.169998,190.748306,370500
2007-08-01,203.300003,204.679993,197.910004,202.750000,190.177155,741700
2007-09-01,201.000000,205.479996,199.649994,205.460007,193.565750,764800
2007-10-01,204.440002,209.220001,202.899994,208.740005,197.546417,607600
2007-11-01,208.399994,211.440002,204.720001,206.600006,196.296936,1057500
2007-12-01,206.770004,206.830002,198.270004,199.619995,190.471649,589900
2008-01-01,197.910004,200.500000,195.350006,199.789993,191.419556,1276000
2008-02-01,197.440002,200.160004,194.190002,199.380005,191.805954,861200
2008-03-01,198.789993,204.250000,198.119995,199.210007,192.413849,1378500
2008-04-01,198.259995,200.529999,196.429993,199.529999,193.421417,1095300
2008-05-01,197.720001,199.000000,194.300003,198.919998,193.572449,972500
2008-06-01,196.339996,200.220001,194.500000,199.899994,195.213913,801100
2008-07-01,199.740005,201.479996,196.800003,198.960007,194.998840,1779700
2008-08-01,197.600006,197.759995,182.449997,183.000000,179.984146,3270700
2008-09-01,178.339996,186.929993,174.949997,178.610001,176.299179,3613300
2008-10-01,176.929993,178.100006,154.050003,161.410004,159.894012,1504800
2008-11-01,159.770004,161.990005,146.000000,154.210007,153.275681,1163900
2008-12-01,149.869995,156.500000,143.550003,145.860001,145.426743,1226900
2009-01-01,145.080002,153.520004,136.070007,144.929993,144.743546,3095800
2009-02-01,141.559998,149.860001,141.339996,143.169998,143.086853,2822700
2009-03-01,140.660004,147.690002,136.919998,143.539993,143.525955,3416600
2009-04-01,143.570007,150.160004,143.279999,147.839996,147.839996,2492000
2009-05-01,148.389999,161.860001,148.250000,161.550003,161.550003,2500100
2009-06-01,163.850006,166.059998,158.800003,164.399994,164.399994,3346100
2009-07-01,165.020004,167.100006,159.649994,166.800003,166.800003,1947300
2009-08-01,168.210007,170.119995,161.289993,162.500000,162.500000,1394600
2009-09-01,161.690002,166.889999,157.809998,159.520004,159.520004,1385800
2009-10-01,159.559998,165.979996,157.460007,163.820007,163.820007,1316900
2009-11-01,163.119995,168.389999,162.679993,164.080002,164.080002,1438900
2009-12-01,165.589996,166.330002,158.259995,161.130005,161.130005,1581400
2010-01-01,161.389999,163.399994,158.600006,159.339996,159.339996,996700
2010-02-01,158.809998,159.449997,151.020004,151.970001,151.970001,1709700
2010-03-01,148.949997,153.179993,147.479996,151.309998,151.309998,2471500
2010-04-01,151.809998,154.539993,150.690002,152.389999,152.389999,1591000
2010-05-01,152.119995,152.190002,141.750000,144.020004,144.020004,3823800
2010-06-01,145.720001,150.600006,142.899994,148.779999,148.779999,1709800
2010-07-01,150.000000,156.500000,149.309998,156.149994,156.149994,1304700
2010-08-01,157.679993,159.210007,152.539993,152.600006,152.600006,2052400
2010-09-01,153.869995,157.899994,152.240005,156.330002,156.330002,2041900
2010-10-01,157.429993,159.809998,155.759995,159.449997,159.449997,1752200
2010-11-01,159.889999,162.139999,154.169998,154.720001,154.720001,1445800
2010-12-01,155.100006,158.059998,152.720001,155.770004,155.770004,1834800
2011-01-01,154.119995,159.550003,153.520004,159.279999,159.279999,1706900
2011-02-01,159.990005,161.789993,158.770004,161.610001,161.610001,775900
2011-03-01,161.979996,163.000000,158.610001,159.529999,159.529999,1027700
2011-04-01,158.949997,166.119995,158.729996,165.990005,165.990005,617300
2011-05-01,165.710007,166.059998,159.830002,163.419998,163.419998,1079200
2011-06-01,162.899994,163.490005,158.220001,159.380005,159.380005,1214300
2011-07-01,159.020004,163.539993,157.339996,162.979996,162.979996,923400
2011-08-01,162.289993,165.000000,160.080002,161.169998,161.169998,1186900
2011-09-01,161.039993,161.089996,152.199997,154.729996,154.729996,1221400
2011-10-01,153.839996,160.410004,151.960007,159.559998,159.559998,1454000
2011-11-01,158.169998,160.020004,153.210007,155.720001,155.720001,848400
2011-12-01,155.960007,156.119995,152.500000,154.100006,154.100006,806200
2012-01-01,154.589996,156.589996,151.179993,156.279999,156.279999,1135400
2012-02-01,157.059998,158.429993,155.169998,157.740005,157.740005,742900
2012-03-01,158.080002,158.669998,154.759995,158.580002,158.580002,620500
2012-04-01,158.639999,161.350006,156.820007,160.850006,160.850006,320700
2012-05-01,160.940002,160.940002,152.220001,152.679993,152.679993,935800
2012-06-01,152.389999,156.100006,151.960007,155.139999,155.139999,546700
2012-07-01,155.649994,156.059998,152.490005,155.259995,155.259995,425700
2012-08-01,154.789993,157.360001,153.399994,157.199997,157.199997,420100
2012-09-01,157.139999,161.190002,157.130005,159.770004,159.770004,687900
2012-10-01,159.750000,160.470001,157.500000,159.679993,159.679993,519300
2012-11-01,159.850006,159.850006,156.690002,158.479996,158.479996,295700
2012-12-01,159.000000,161.110001,158.360001,160.710007,160.710007,387000
2013-01-01,161.320007,161.320007,155.000000,156.789993,156.789993,1076200
2013-02-01,156.259995,156.559998,149.240005,149.949997,149.949997,653000
2013-03-01,148.399994,150.690002,146.850006,150.160004,150.160004,1122200
2013-04-01,150.070007,153.779999,149.220001,153.449997,153.449997,858200
2013-05-01,153.869995,154.149994,148.339996,150.110001,150.110001,1094900
2013-06-01,150.580002,155.520004,149.820007,150.169998,150.169998,1535700
2013-07-01,150.259995,151.960007,146.259995,150.119995,150.119995,587200
