Date,Open,High,Low,Close,Adj Close,Volume
2005-12-01,119.620003,120.580002,117.959999,118.510002,108.079102,3205100
2006-01-01,119.080002,123.190002,119.080002,121.750000,111.033928,3548900
2006-02-01,121.000000,121.190002,118.580002,119.400002,109.007622,2144700
2006-03-01,119.639999,122.250000,118.790001,121.459999,111.046082,5583400
2006-04-01,120.540001,126.610001,120.500000,126.610001,115.905922,2317400
2006-05-01,126.809998,129.460007,125.610001,128.440002,117.768394,3750800
2006-06-01,127.470001,129.720001,125.190002,128.100006,117.649010,3609800
2006-07-01,130.000000,130.000000,124.900002,127.970001,117.722054,1650100
2006-08-01,127.559998,129.550003,127.250000,128.449997,118.363159,2235300
2006-09-01,127.800003,128.520004,126.449997,127.089996,117.327255,1825600
2006-10-01,127.230003,128.160004,124.949997,127.980003,118.383003,3812400
2006-11-01,127.730003,133.110001,126.900002,132.779999,123.066093,1728300
2006-12-01,132.779999,133.770004,130.750000,132.309998,122.906136,2105700
2007-01-01,132.429993,132.500000,129.009995,130.750000,121.726509,1574600
2007-02-01,130.330002,132.899994,128.720001,132.649994,123.798546,1551000
2007-03-01,132.320007,136.350006,130.880005,133.929993,125.305595,2004400
2007-04-01,133.759995,138.139999,133.199997,136.910004,128.383087,1611700
2007-05-01,136.550003,136.770004,133.910004,134.860001,126.790192,1796700
2007-06-01,134.279999,135.789993,132.679993,135.710007,127.924774,2041500
2007-07-01,135.979996,138.679993,135.889999,137.240005,129.715240,1848700
2007-08-01,136.910004,138.380005,133.979996,136.619995,129.483139,4157500
2007-09-01,135.669998,143.179993,135.600006,143.029999,135.955536,2968600
2007-10-01,142.309998,145.529999,140.479996,145.119995,138.340149,5266600
2007-11-01,144.509995,149.589996,144.059998,146.759995,140.297806,4825100
2007-12-01,146.750000,147.770004,143.460007,146.399994,140.347290,3421400
2008-01-01,146.740005,149.570007,145.589996,149.259995,143.489868,4398300
2008-02-01,148.460007,152.750000,144.610001,152.289993,146.805908,5184800
2008-03-01,152.399994,159.389999,151.679993,158.289993,153.028656,12822900
2008-04-01,156.199997,160.500000,155.589996,156.529999,151.736633,11250600
2008-05-01,154.770004,158.339996,153.740005,156.070007,151.736481,19490100
2008-06-01,155.080002,158.300003,153.399994,157.820007,153.862534,17396000
2008-07-01,158.009995,160.440002,155.750000,156.529999,153.044220,22309600
2008-08-01,155.570007,156.389999,146.589996,147.199997,144.320648,28363200
2008-09-01,144.970001,149.270004,139.039993,140.929993,138.592957,30121300
